"SalesOrderNumber","SalesOrderLineNumber","OrderDate","DueDate","DeliveryDate","StoreKey","ProductKey","PromotionKey","CurrencyKey","CustomerKey","Quantity","NetPrice","UnitCost","UnitPrice","DiscountAmount","DeliveryStatus","IsOrderDelayed"
"20230221804938","1","2023-02-21","2023-02-27","2023-02-27","422","2412","1","1","36703","2","15.04","7.67","15.04","0.0","On Time","0"
"20230221804938","2","2023-02-21","2023-02-27","2023-02-27","46","445","1","1","36703","3","280.26","128.88","280.26","0.0","On Time","0"
"20241117881406","1","2024-11-17","2024-11-22","2024-11-22","209","1302","1","1","29485","4","47.63","21.9","47.63","0.0","On Time","0"
"20241113402062","1","2024-11-13","2024-11-19","2024-11-19","319","1520","1","1","26362","5","140.38","64.55","140.38","0.0","On Time","0"
"20230218035398","1","2023-02-18","2023-02-24","2023-02-24","48","741","1","1","33602","7","114.81","38.04","114.81","0.0","On Time","1"
"20230218035398","2","2023-02-18","2023-02-24","2023-02-24","15","1022","1","1","33602","4","87.36","42.53","92.5","5.14","On Time","1"
"20230218035398","3","2023-02-18","2023-02-24","2023-02-28","53","1856","1","1","33602","5","501.3","255.58","501.3","0.0","Delayed","1"
"20250522880622","1","2025-05-22","2025-05-29","2025-05-29","326","1379","1","1","23503","4","11.53","5.3","11.53","0.0","On Time","0"
"20250522880622","2","2025-05-22","2025-05-29","2025-05-29","190","909","1","1","23503","3","51.14","26.07","51.14","0.0","On Time","0"
"20231218635165","1","2023-12-18","2023-12-25","2023-12-29","73","614","1","1","34983","7","425.77","230.32","500.85","75.08","Delayed","1"
"20231130722513","1","2023-11-30","2023-12-05","2023-12-04","341","2258","1","1","9005","4","60.16","30.67","60.16","0.0","Early Delivery","0"
"20231130722513","2","2023-11-30","2023-12-05","2023-12-05","77","372","1","1","9005","5","380.02","174.76","380.02","0.0","On Time","0"
"20231130722513","3","2023-11-30","2023-12-05","2023-12-05","313","774","1","1","9005","2","7.77","3.96","7.77","0.0","On Time","0"
"20231130722513","4","2023-11-30","2023-12-05","2023-12-05","154","1829","1","1","9005","5","911.46","419.15","911.46","0.0","On Time","0"
"20221204155752","1","2022-12-04","2022-12-07","2022-12-11","290","275","55","1","1442","7","62.04","50.87","99.77","37.73","Delayed","1"
"20221204155752","2","2022-12-04","2022-12-07","2022-12-09","412","2125","54","1","1442","4","33.46","41.66","81.72","48.26","Delayed","1"
"20240306758568","1","2024-03-06","2024-03-10","2024-03-10","150","1196","1","1","30290","3","211.57","107.87","211.57","0.0","On Time","0"
"20230717076606","1","2023-07-17","2023-07-20","2023-07-20","459","278","1","1","31072","3","180.49","92.02","180.49","0.0","On Time","0"
"20230717076606","2","2023-07-17","2023-07-20","2023-07-20","479","1503","1","1","31072","5","134.86","62.02","134.86","0.0","On Time","0"
"20220813728023","1","2022-08-13","2022-08-17","2022-08-17","334","1238","1","1","15745","2","84.23","42.94","84.23","0.0","On Time","0"
"20220813728023","2","2022-08-13","2022-08-17","2022-08-17","469","650","1","1","15745","3","39.11","19.94","39.11","0.0","On Time","0"
"20220813728023","3","2022-08-13","2022-08-17","2022-08-17","162","582","1","1","15745","3","149.9","68.94","149.9","0.0","On Time","0"
"20220813728023","4","2022-08-13","2022-08-17","2022-08-17","13","1217","1","1","15745","2","278.75","128.19","278.75","0.0","On Time","0"
"20220813728023","5","2022-08-13","2022-08-17","2022-08-17","115","2107","1","1","15745","6","396.57","182.37","396.57","0.0","On Time","0"
"20240908819244","1","2024-09-08","2024-09-13","2024-09-12","193","954","1","1","32750","3","73.14","43.09","93.7","20.56","Early Delivery","0"
"20230605293984","1","2023-06-05","2023-06-10","2023-06-10","126","1341","1","1","23715","5","8.02","4.09","8.02","0.0","On Time","0"
"20230605293984","2","2023-06-05","2023-06-10","2023-06-10","403","970","1","1","23715","5","99.27","45.65","99.27","0.0","On Time","0"
"20251127083487","1","2025-11-27","2025-12-02","2025-12-02","40","2477","1","1","21432","4","84.22","48.42","105.28","21.06","On Time","0"
"20251127083487","2","2025-11-27","2025-12-02","2025-12-02","486","603","1","1","21432","3","114.81","58.53","114.81","0.0","On Time","0"
"20251127083487","3","2025-11-27","2025-12-02","2025-12-02","255","31","1","1","21432","2","127.84","42.36","127.84","0.0","On Time","0"
"20251127083487","4","2025-11-27","2025-12-02","2025-12-02","383","43","1","1","21432","4","116.31","53.49","116.31","0.0","On Time","0"
"20251213593022","1","2025-12-13","2025-12-16","2025-12-18","250","2456","1","1","41531","2","10.02","5.11","10.02","0.0","Delayed","1"
"20251213593022","2","2025-12-13","2025-12-16","2025-12-20","136","1712","1","1","41531","4","35.16","16.17","35.16","0.0","Delayed","1"
"20251213593022","3","2025-12-13","2025-12-16","2025-12-19","33","243","1","1","41531","3","205.05","104.54","205.05","0.0","Delayed","1"
"20221031790786","1","2022-10-31","2022-11-03","2022-11-03","69","1053","1","1","14915","5","294.79","97.67","294.79","0.0","On Time","0"
"20240827078342","1","2024-08-27","2024-08-30","2024-08-30","233","226","1","1","11371","4","149.9","76.43","149.9","0.0","On Time","0"
"20230515693350","1","2023-05-15","2023-05-21","2023-05-25","213","278","1","1","28150","4","180.49","92.02","180.49","0.0","Delayed","1"
"20230126088902","1","2023-01-26","2023-01-30","2023-01-30","373","2501","1","1","34558","4","11.89","6.06","11.89","0.0","On Time","0"
"20230126088902","2","2023-01-26","2023-01-30","2023-01-29","103","1108","1","1","34558","6","315.35","104.48","315.35","0.0","Early Delivery","0"
"20241118881646","1","2024-11-18","2024-11-21","2024-11-21","455","1087","1","1","18211","2","179.48","82.54","179.48","0.0","On Time","0"
"20251221807361","1","2025-12-21","2025-12-27","2025-12-27","266","1360","1","1","3326","3","23.56","7.81","23.56","0.0","On Time","0"
"20240121281769","1","2024-01-21","2024-01-24","2024-01-24","90","2142","1","1","4762","4","223.1","102.6","223.1","0.0","On Time","0"
"20230410069023","1","2023-04-10","2023-04-15","2023-04-15","60","484","1","1","18220","4","64.67","32.97","64.67","0.0","On Time","0"
"20230410069023","2","2023-04-10","2023-04-15","2023-04-15","399","863","1","1","18220","5","25.56","11.76","25.56","0.0","On Time","0"
"20231215285678","1","2023-12-15","2023-12-19","2023-12-19","485","44","1","1","24922","3","116.31","53.49","116.31","0.0","On Time","0"
"20231215285678","2","2023-12-15","2023-12-19","2023-12-19","364","261","1","1","24922","2","200.04","91.99","200.04","0.0","On Time","0"
"20231215285678","3","2023-12-15","2023-12-19","2023-12-19","42","1468","1","1","24922","6","94.76","43.57","94.76","0.0","On Time","0"
"20231215285678","4","2023-12-15","2023-12-19","2023-12-19","281","2382","1","1","24922","4","55.14","28.12","55.14","0.0","On Time","0"
"20240604648838","1","2024-06-04","2024-06-10","2024-06-14","74","1110","1","1","21175","5","143.14","69.63","151.41","8.27","Delayed","1"
"20240604648838","2","2024-06-04","2024-06-10","2024-06-14","49","1321","1","1","21175","2","14.53","6.68","14.53","0.0","Delayed","1"
"20240729944093","1","2024-07-29","2024-08-05","2024-08-05","277","1833","1","1","726","5","997.19","458.57","997.19","0.0","On Time","1"
"20240729944093","2","2024-07-29","2024-08-05","2024-08-05","487","227","1","1","726","2","320.36","147.32","320.36","0.0","On Time","1"
"20240729944093","3","2024-07-29","2024-08-05","2024-08-05","282","2498","1","1","726","5","10.26","6.06","11.89","1.63","On Time","1"
"20240729944093","4","2024-07-29","2024-08-05","2024-08-06","229","2384","1","1","726","6","189.13","106.05","230.62","41.49","Delayed","1"
"20240729944093","5","2024-07-29","2024-08-05","2024-08-05","291","2171","1","1","726","7","374.0","171.99","374.0","0.0","On Time","1"
"20230525813948","1","2023-05-25","2023-05-28","2023-05-28","485","214","1","1","21166","4","300.31","138.1","300.31","0.0","On Time","0"
"20230525813948","2","2023-05-25","2023-05-28","2023-05-28","356","583","1","1","21166","3","125.84","41.69","125.84","0.0","On Time","0"
"20230525813948","3","2023-05-25","2023-05-28","2023-05-28","267","790","1","1","21166","4","12.78","6.52","12.78","0.0","On Time","0"
"20230525813948","4","2023-05-25","2023-05-28","2023-05-28","57","320","1","1","21166","1","350.44","161.15","350.44","0.0","On Time","0"
"20231002339912","1","2023-10-02","2023-10-07","2023-10-10","449","1297","1","1","33971","5","12.53","5.77","12.53","0.0","Delayed","1"
"20231108473547","1","2023-11-08","2023-11-11","2023-11-13","262","1570","1","1","31657","2","159.68","66.11","199.54","39.86","Delayed","1"
"20240704433003","1","2024-07-04","2024-07-07","2024-07-13","366","1350","1","1","10103","4","5.88","3.32","6.51","0.63","Delayed","1"
"20240704433003","2","2024-07-04","2024-07-07","2024-07-05","146","1570","1","1","10103","2","199.54","66.11","199.54","0.0","Early Delivery","1"
"20221007351179","1","2022-10-07","2022-10-12","2022-10-14","248","1118","49","1","2455","4","155.42","77.0","167.45","12.03","Delayed","1"
"20221007351179","2","2022-10-07","2022-10-12","2022-10-17","371","2109","49","1","2455","3","118.82","65.82","129.1","10.28","Delayed","1"
"20221007351179","3","2022-10-07","2022-10-12","2022-10-15","366","256","51","1","2455","5","140.75","104.54","205.05","64.3","Delayed","1"
"20221007351179","4","2022-10-07","2022-10-12","2022-10-15","94","1467","51","1","2455","4","106.04","69.4","150.91","44.87","Delayed","1"
"20221007351179","5","2022-10-07","2022-10-12","2022-10-15","443","2456","49","1","2455","2","9.27","5.11","10.02","0.75","Delayed","1"
"20240320269816","1","2024-03-20","2024-03-24","2024-03-26","333","2372","1","1","22173","4","200.54","92.22","200.54","0.0","Delayed","1"
"20250303014931","1","2025-03-03","2025-03-09","2025-03-09","274","2380","1","1","22092","4","150.4","76.68","150.4","0.0","On Time","0"
"20240530595114","1","2024-05-30","2024-06-06","2024-06-06","327","2127","1","1","36952","3","65.13","33.2","65.13","0.0","On Time","0"
"20211114364642","1","2021-11-14","2021-11-21","2021-11-19","39","842","26","1","23956","4","9.73","6.87","13.49","3.76","Early Delivery","0"
"20230814560598","1","2023-08-14","2023-08-18","2023-08-18","280","710","1","1","15468","3","60.66","27.9","60.66","0.0","On Time","0"
"20230814560598","2","2023-08-14","2023-08-18","2023-08-18","445","1539","1","1","15468","4","155.42","71.47","155.42","0.0","On Time","0"
"20230814560598","3","2023-08-14","2023-08-18","2023-08-18","330","806","1","1","15468","4","7.97","4.07","7.97","0.0","On Time","0"
"20230814560598","4","2023-08-14","2023-08-18","2023-08-18","165","478","1","1","15468","5","340.42","112.79","340.42","0.0","On Time","0"
"20220617329027","1","2022-06-17","2022-06-20","2022-06-25","358","752","1","1","11204","3","4.76","2.43","4.76","0.0","Delayed","1"
"20220617329027","2","2022-06-17","2022-06-20","2022-06-23","276","1564","44","1","11204","6","121.45","50.17","151.41","29.96","Delayed","1"
"20220617329027","3","2022-06-17","2022-06-20","2022-06-26","437","162","1","1","11204","3","798.25","264.48","798.25","0.0","Delayed","1"
"20250709911574","1","2025-07-09","2025-07-15","2025-07-19","215","2372","1","1","4791","4","200.54","92.22","200.54","0.0","Delayed","1"
"20250709911574","2","2025-07-09","2025-07-15","2025-07-19","1","1937","1","1","4791","5","140.37","71.57","140.37","0.0","Delayed","1"
"20250709911574","3","2025-07-09","2025-07-15","2025-07-18","234","724","1","1","4791","4","81.72","37.58","81.72","0.0","Delayed","1"
"20240718586339","1","2024-07-18","2024-07-25","2024-07-25","225","2293","1","1","7575","2","15.04","7.67","15.04","0.0","On Time","0"
"20240718586339","2","2024-07-18","2024-07-25","2024-07-24","337","626","1","1","7575","3","114.81","58.53","114.81","0.0","Early Delivery","0"
"20220916026925","1","2022-09-16","2022-09-22","2022-09-22","161","1022","49","1","3886","5","85.11","42.53","92.5","7.39","On Time","0"
"20220916026925","2","2022-09-16","2022-09-22","2022-09-21","427","1427","48","1","3886","3","106.03","53.03","115.31","9.28","Early Delivery","0"
"20220916026925","3","2022-09-16","2022-09-22","2022-09-22","382","1703","48","1","3886","5","2.45","1.38","2.7","0.25","On Time","0"
"20210921810773","1","2021-09-21","2021-09-27","2021-09-27","448","13","24","1","12386","4","33.69","17.91","38.95","5.26","On Time","0"
"20220226075205","1","2022-02-26","2022-03-02","2022-03-04","277","1343","37","1","26758","6","13.53","5.15","15.54","2.01","Delayed","1"
"20220226075205","2","2022-02-26","2022-03-02","2022-03-04","476","1697","37","1","26758","3","2.45","1.38","2.7","0.25","Delayed","1"
"20250530988870","1","2025-05-30","2025-06-02","2025-06-02","281","891","1","1","4542","4","30.08","15.33","30.08","0.0","On Time","0"
"20241111962805","1","2024-11-11","2024-11-15","2024-11-15","370","644","1","1","24927","2","39.61","20.19","39.61","0.0","On Time","0"
"20230929802131","1","2023-09-29","2023-10-06","2023-10-11","246","336","1","1","21801","5","350.44","161.15","350.44","0.0","Delayed","1"
"20250522272401","1","2025-05-22","2025-05-27","2025-05-27","350","224","1","1","3869","1","300.31","138.1","300.31","0.0","On Time","0"
"20240908746978","1","2024-09-08","2024-09-12","2024-09-12","405","1098","1","1","29952","3","171.96","79.08","171.96","0.0","On Time","0"
"20240908746978","2","2024-09-08","2024-09-12","2024-09-12","72","1002","1","1","29952","7","74.2","34.12","74.2","0.0","On Time","0"
"20240313245995","1","2024-03-13","2024-03-19","2024-03-19","286","1652","1","1","8088","2","90.24","41.5","90.24","0.0","On Time","0"
"20240313245995","2","2024-03-13","2024-03-19","2024-03-17","404","1786","1","1","8088","1","21.56","10.99","21.56","0.0","Early Delivery","0"
"20211125226647","1","2021-11-25","2021-11-30","2021-11-30","490","744","26","1","2652","3","14.36","10.2","20.0","5.64","On Time","0"
"20211125226647","2","2021-11-25","2021-11-30","2021-11-30","488","1385","26","1","2652","3","8.65","5.3","11.53","2.88","On Time","0"
"20230607175197","1","2023-06-07","2023-06-12","2023-06-12","161","1942","1","1","8923","5","150.4","76.68","150.4","0.0","On Time","0"
"20230607175197","2","2023-06-07","2023-06-12","2023-06-12","1","1871","1","1","8923","2","500.85","255.35","500.85","0.0","On Time","0"
"20230607175197","3","2023-06-07","2023-06-12","2023-06-12","500","1333","1","1","8923","5","16.54","7.61","16.54","0.0","On Time","0"
"20230607175197","4","2023-06-07","2023-06-12","2023-06-12","147","1525","1","1","8923","4","201.54","66.78","201.54","0.0","On Time","0"
"20230607175197","5","2023-06-07","2023-06-12","2023-06-12","166","2314","1","1","8923","2","60.16","30.67","60.16","0.0","On Time","0"
"20231215260705","1","2023-12-15","2023-12-22","2023-12-22","152","1767","1","1","36150","6","17.05","7.84","17.05","0.0","On Time","0"
"20231215260705","2","2023-12-15","2023-12-22","2023-12-22","2","2093","1","1","36150","4","254.69","129.85","254.69","0.0","On Time","0"
"20241119664624","1","2024-11-19","2024-11-22","2024-11-22","169","1569","1","1","12508","5","149.9","68.94","149.9","0.0","On Time","0"
"20240917673995","1","2024-09-17","2024-09-24","2024-09-24","99","2085","1","1","25123","3","739.49","245.01","739.49","0.0","On Time","0"
"20241110465775","1","2024-11-10","2024-11-14","2024-11-20","334","2333","1","1","5667","6","15.04","7.67","15.04","0.0","Delayed","1"
"20241110465775","2","2024-11-10","2024-11-14","2024-11-17","262","1760","1","1","5667","4","47.53","21.86","47.53","0.0","Delayed","1"
"20241110465775","3","2024-11-10","2024-11-14","2024-11-18","353","712","1","1","5667","1","64.67","29.74","64.67","0.0","Delayed","1"
"20230519008900","1","2023-05-19","2023-05-25","2023-05-27","209","459","1","1","36291","3","135.31","68.99","135.31","0.0","Delayed","1"
"20250415340664","1","2025-04-15","2025-04-18","2025-04-18","132","422","1","1","21650","2","393.56","160.96","485.81","92.25","On Time","0"
"20220613770594","1","2022-06-13","2022-06-17","2022-06-17","16","914","44","1","20200","4","38.55","22.11","48.08","9.53","On Time","0"
"20220613770594","2","2022-06-13","2022-06-17","2022-06-17","159","196","1","1","20200","9","135.31","68.99","135.31","0.0","On Time","0"
"20220415370220","1","2022-04-15","2022-04-19","2022-04-19","93","2422","40","1","29636","5","11.53","6.64","13.03","1.5","On Time","0"
"20240217246662","1","2024-02-17","2024-02-21","2024-02-21","207","1183","1","1","41522","4","762.05","252.49","762.05","0.0","On Time","0"
"20250411116299","1","2025-04-11","2025-04-15","2025-04-15","373","358","1","1","22111","4","163.44","83.32","163.44","0.0","On Time","1"
"20250411116299","2","2025-04-11","2025-04-15","2025-04-18","213","1860","1","1","22111","2","802.11","408.94","802.11","0.0","Delayed","1"
"20250411116299","3","2025-04-11","2025-04-15","2025-04-16","227","949","1","1","22111","5","134.36","44.52","134.36","0.0","Delayed","1"
"20230328729556","1","2023-03-28","2023-04-02","2023-04-05","124","475","1","1","13602","9","392.19","136.04","410.61","18.42","Delayed","1"
"20230328729556","2","2023-03-28","2023-04-02","2023-04-05","237","1153","1","1","13602","6","500.85","165.94","500.85","0.0","Delayed","1"
"20230328729556","3","2023-03-28","2023-04-02","2023-04-05","160","274","1","1","13602","4","200.04","91.99","200.04","0.0","Delayed","1"
"20241013489402","1","2024-10-13","2024-10-20","2024-10-20","39","1424","1","1","550","3","100.27","46.11","100.27","0.0","On Time","0"
"20241013489402","2","2024-10-13","2024-10-20","2024-10-18","14","349","1","1","550","4","192.02","97.89","192.02","0.0","Early Delivery","0"
"20241107603776","1","2024-11-07","2024-11-13","2024-11-13","109","571","1","1","39874","5","125.84","57.87","125.84","0.0","On Time","0"
"20241107603776","2","2024-11-07","2024-11-13","2024-11-13","139","29","1","1","39874","3","127.84","42.36","127.84","0.0","On Time","0"
"20241107603776","3","2024-11-07","2024-11-13","2024-11-12","498","1382","1","1","39874","4","5.01","2.55","5.01","0.0","Early Delivery","0"
"20241107603776","4","2024-11-07","2024-11-13","2024-11-13","365","1046","1","1","39874","4","156.42","71.93","156.42","0.0","On Time","0"
"20210116638808","1","2021-01-16","2021-01-23","2021-01-23","446","823","1","1","10346","6","13.99","6.43","13.99","0.0","On Time","0"
"20250910828342","1","2025-09-10","2025-09-13","2025-09-13","345","2089","1","1","30059","5","129.1","65.82","129.1","0.0","On Time","0"
"20250910828342","2","2025-09-10","2025-09-13","2025-09-13","161","884","1","1","30059","3","68.06","24.92","75.2","7.14","On Time","0"
"20250910828342","3","2025-09-10","2025-09-13","2025-09-13","277","2162","1","1","30059","2","74.7","38.08","74.7","0.0","On Time","0"
"20250910828342","4","2025-09-10","2025-09-13","2025-09-13","33","887","1","1","30059","2","25.07","12.78","25.07","0.0","On Time","0"
"20240209339280","1","2024-02-09","2024-02-16","2024-02-16","202","1946","1","1","40822","5","450.72","207.27","450.72","0.0","On Time","0"
"20231125043417","1","2023-11-25","2023-12-01","2023-12-05","346","1025","1","1","11057","5","98.72","45.4","98.72","0.0","Delayed","1"
"20231007165796","1","2023-10-07","2023-10-10","2023-10-09","201","1108","1","1","14229","3","315.35","104.48","315.35","0.0","Early Delivery","0"
"20221003737223","1","2022-10-03","2022-10-10","2022-10-14","496","1415","49","1","13380","6","137.12","69.17","150.41","13.29","Delayed","1"
"20241128236672","1","2024-11-28","2024-12-05","2024-12-09","32","2356","1","1","25621","2","230.62","106.05","230.62","0.0","Delayed","1"
"20221218099069","1","2022-12-18","2022-12-22","2022-12-22","491","2485","56","1","13692","4","149.15","92.22","200.54","51.39","On Time","0"
"20221218099069","2","2022-12-18","2022-12-22","2022-12-22","31","121","56","1","13692","2","43.11","30.67","60.16","17.05","On Time","0"
"20221218099069","3","2022-12-18","2022-12-22","2022-12-22","383","78","56","1","13692","4","14.82","9.35","20.33","5.51","On Time","0"
"20221218099069","4","2022-12-18","2022-12-22","2022-12-22","74","288","1","1","13692","2","99.77","50.87","99.77","0.0","On Time","0"
"20220101299004","1","2022-01-01","2022-01-05","2022-01-05","183","239","31","1","36859","4","209.31","133.49","290.28","80.97","On Time","0"
"20220919380155","1","2022-09-19","2022-09-26","2022-09-26","101","1989","49","1","10706","1","309.81","110.62","333.87","24.06","On Time","0"
"20220919380155","2","2022-09-19","2022-09-26","2022-09-26","35","1251","1","1","10706","3","30.08","15.33","30.08","0.0","On Time","0"
"20220919380155","3","2022-09-19","2022-09-26","2022-09-26","391","1350","48","1","10706","8","6.01","3.32","6.51","0.5","On Time","0"
"20220919380155","4","2022-09-19","2022-09-26","2022-09-26","332","244","48","1","10706","2","198.79","98.91","215.08","16.29","On Time","0"
"20230417672568","1","2023-04-17","2023-04-23","2023-04-23","361","990","1","1","14302","4","94.25","43.34","94.25","0.0","On Time","0"
"20230417672568","2","2023-04-17","2023-04-23","2023-04-23","331","817","1","1","14302","2","4.76","2.43","4.76","0.0","On Time","0"
"20220525890025","1","2022-05-25","2022-05-31","2022-06-03","237","2227","1","1","35412","3","51.13","26.07","51.13","0.0","Delayed","1"
"20230816133835","1","2023-08-16","2023-08-21","2023-08-21","427","768","1","1","20096","5","8.59","4.58","8.97","0.38","On Time","0"
"20210902706870","1","2021-09-02","2021-09-08","2021-09-14","249","21","21","1","33945","3","59.16","30.89","67.18","8.02","Delayed","1"
"20210902706870","2","2021-09-02","2021-09-08","2021-09-12","253","1342","20","1","33945","4","16.8","6.98","21.06","4.26","Delayed","1"
"20230304735779","1","2023-03-04","2023-03-08","2023-03-08","112","1315","1","1","5535","5","97.39","47.26","102.78","5.39","On Time","0"
"20250907673036","1","2025-09-07","2025-09-11","2025-09-11","441","117","1","1","38069","2","85.22","43.45","85.22","0.0","On Time","0"
"20250907673036","2","2025-09-07","2025-09-11","2025-09-11","81","2475","1","1","38069","7","15.04","7.67","15.04","0.0","On Time","0"
"20250907673036","3","2025-09-07","2025-09-11","2025-09-11","500","1307","1","1","38069","3","34.09","15.68","34.09","0.0","On Time","0"
"20250907673036","4","2025-09-07","2025-09-11","2025-09-11","93","1234","1","1","38069","2","429.16","197.35","429.16","0.0","On Time","0"
"20250907673036","5","2025-09-07","2025-09-11","2025-09-11","54","200","1","1","38069","5","275.24","126.58","275.24","0.0","On Time","0"
"20230905337019","1","2023-09-05","2023-09-08","2023-09-12","171","534","1","1","8783","6","69.69","35.53","69.69","0.0","Delayed","1"
"20230827971553","1","2023-08-27","2023-08-30","2023-08-29","154","310","1","1","5222","5","149.9","76.43","149.9","0.0","Early Delivery","0"
"20231004702617","1","2023-10-04","2023-10-11","2023-10-11","365","2236","1","1","14508","5","35.82","20.44","40.08","4.26","On Time","0"
"20231004702617","2","2023-10-04","2023-10-11","2023-10-11","373","191","1","1","14508","5","33.09","16.87","33.09","0.0","On Time","0"
"20231004702617","3","2023-10-04","2023-10-11","2023-10-11","224","1129","1","1","14508","5","207.79","72.46","218.69","10.9","On Time","0"
"20231004702617","4","2023-10-04","2023-10-11","2023-10-11","41","2453","1","1","14508","4","15.04","7.67","15.04","0.0","On Time","0"
"20251211667685","1","2025-12-11","2025-12-18","2025-12-16","485","14","1","1","18121","3","37.2","17.91","38.95","1.75","Early Delivery","1"
"20251211667685","2","2025-12-11","2025-12-18","2025-12-17","415","331","1","1","18121","3","99.77","50.87","99.77","0.0","Early Delivery","1"
"20251211667685","3","2025-12-11","2025-12-18","2025-12-19","488","2437","1","1","18121","4","22.56","11.5","22.56","0.0","Delayed","1"
"20211125196486","1","2021-11-25","2021-12-01","2021-12-01","123","2105","1","1","24897","6","739.49","245.01","739.49","0.0","On Time","0"
"20220618292092","1","2022-06-18","2022-06-21","2022-06-21","223","1901","44","1","14870","5","107.91","71.57","140.37","32.46","On Time","0"
"20241024452775","1","2024-10-24","2024-10-29","2024-11-01","173","201","1","1","22661","6","350.44","161.15","350.44","0.0","Delayed","1"
"20241024452775","2","2024-10-24","2024-10-29","2024-11-01","359","304","1","1","22661","6","350.44","161.15","350.44","0.0","Delayed","1"
"20210319792914","1","2021-03-19","2021-03-24","2021-03-24","67","2152","6","1","39336","3","737.86","274.08","827.23","89.37","On Time","0"
"20221026800724","1","2022-10-26","2022-11-01","2022-11-05","399","962","52","1","25698","7","77.45","43.34","94.25","16.8","Delayed","1"
"20210410784246","1","2021-04-10","2021-04-13","2021-04-13","351","777","9","1","1328","6","5.34","3.55","6.97","1.63","On Time","0"
"20211125334168","1","2021-11-25","2021-11-30","2021-11-30","411","267","26","1","35305","4","118.82","84.09","164.94","46.12","On Time","0"
"20251224447179","1","2025-12-24","2025-12-31","2026-01-05","172","2439","1","1","7403","4","3.88","2.55","5.01","1.13","Delayed","1"
"20251224447179","2","2025-12-24","2025-12-31","2026-01-03","200","1582","1","1","7403","4","9.02","4.15","9.02","0.0","Delayed","1"
"20210320255011","1","2021-03-20","2021-03-26","2021-03-27","478","1327","6","1","38193","2","20.55","7.81","23.56","3.01","Delayed","1"
"20210320255011","2","2021-03-20","2021-03-26","2021-03-26","53","1696","1","1","38193","5","8.52","2.82","8.52","0.0","On Time","1"
"20230625657171","1","2023-06-25","2023-06-28","2023-06-28","85","2283","1","1","1686","4","51.13","26.07","51.13","0.0","On Time","0"
"20230625657171","2","2023-06-25","2023-06-28","2023-06-28","196","1985","1","1","1686","3","80.71","41.5","90.24","9.53","On Time","0"
"20241122050929","1","2024-11-22","2024-11-29","2024-11-29","488","2186","1","1","28004","1","74.7","38.08","74.7","0.0","On Time","0"
"20220221245891","1","2022-02-21","2022-02-25","2022-02-25","464","930","38","1","1964","1","13.28","8.69","17.04","3.76","On Time","0"
"20220221245891","2","2022-02-21","2022-02-25","2022-02-25","224","965","36","1","1964","3","123.08","71.82","140.88","17.8","On Time","0"
"20240506220691","1","2024-05-06","2024-05-09","2024-05-09","210","2334","1","1","9430","4","290.15","105.64","318.85","28.7","On Time","0"
"20240506220691","2","2024-05-06","2024-05-09","2024-05-09","162","1012","1","1","9430","7","99.27","45.65","99.27","0.0","On Time","0"
"20240506220691","3","2024-05-06","2024-05-09","2024-05-09","362","2329","1","1","9430","4","115.31","53.02","115.31","0.0","On Time","0"
"20240506220691","4","2024-05-06","2024-05-09","2024-05-09","287","1029","1","1","9430","3","100.27","33.22","100.27","0.0","On Time","0"
"20240506220691","5","2024-05-06","2024-05-09","2024-05-09","81","1993","1","1","9430","5","50.13","25.56","50.13","0.0","On Time","0"
"20230609448987","1","2023-06-09","2023-06-12","2023-06-12","312","1449","1","1","38518","3","150.41","69.17","150.41","0.0","On Time","0"
"20210813335390","1","2021-08-13","2021-08-17","2021-08-17","230","759","1","1","31640","3","5.97","3.04","5.97","0.0","On Time","0"
"20230715163369","1","2023-07-15","2023-07-22","2023-07-25","57","880","1","1","14268","2","6.52","3.32","6.52","0.0","Delayed","1"
"20230302685276","1","2023-03-02","2023-03-08","2023-03-08","421","2102","1","1","37745","3","396.57","182.37","396.57","0.0","On Time","0"
"20230302685276","2","2023-03-02","2023-03-08","2023-03-08","145","2124","1","1","37745","6","223.1","102.6","223.1","0.0","On Time","0"
"20220412048109","1","2022-04-12","2022-04-16","2022-04-18","114","248","43","1","5013","4","158.18","91.99","200.04","41.86","Delayed","1"
"20220209745039","1","2022-02-09","2022-02-14","2022-02-14","405","1576","1","1","25160","3","6.51","3.32","6.51","0.0","On Time","0"
"20220209745039","2","2022-02-09","2022-02-14","2022-02-14","332","675","1","1","25160","6","109.8","36.38","109.8","0.0","On Time","0"
"20220209745039","3","2022-02-09","2022-02-14","2022-02-14","238","1040","36","1","25160","4","86.74","45.65","99.27","12.53","On Time","0"
"20241028282175","1","2024-10-28","2024-10-31","2024-10-31","270","2380","1","1","27943","3","150.4","76.68","150.4","0.0","On Time","1"
"20241028282175","2","2024-10-28","2024-10-31","2024-10-31","391","572","1","1","27943","2","95.26","43.8","95.26","0.0","On Time","1"
"20241028282175","3","2024-10-28","2024-10-31","2024-10-31","493","1609","1","1","27943","2","112.8","43.19","130.35","17.55","On Time","1"
"20241028282175","4","2024-10-28","2024-10-31","2024-10-31","27","755","1","1","27943","4","12.78","6.52","12.78","0.0","On Time","1"
"20241028282175","5","2024-10-28","2024-10-31","2024-11-03","144","1137","1","1","27943","6","218.69","72.46","218.69","0.0","Delayed","1"
